City ID,City,Cloudiness,Country,Date,Humidity (%),Lat,Long,Max Temp (F),Wind Speed (mph)
223,Prince Rupert,1,CA,1586641861,29,54.32,-130.32,51.8,11.41
224,Saint-Pierre,40,RE,1586642133,73,-21.34,55.48,75.2,3.36
225,Guaraciaba do Norte,78,BR,1586641979,83,-4.17,-40.75,68.49,5.26
226,Garchitorena,78,PH,1586642134,81,13.88,123.69,79.25,4.81
227,Mahébourg,40,MU,1586642134,83,-20.41,57.7,78.01,11.41
228,Samarkand,75,UZ,1586642135,67,39.65,66.96,60.8,9.17
229,Bulgan,100,MN,1586642135,35,48.81,103.53,40.48,2.73
230,Mocuba,25,MZ,1586642135,88,-16.84,36.99,66.47,1.19
231,Geraldton,75,AU,1586642135,100,-28.77,114.6,66.2,3.36
232,Mahon,4,ES,1586641957,82,39.89,4.27,55.4,6.93
233,Empório,19,GR,1586642136,55,40.48,21.55,55.4,4.7
234,Diapaga,100,BF,1586642137,18,12.07,1.79,92.01,3.83
235,Nelson Bay,4,AU,1586642137,58,-32.72,152.15,57.99,10.29
236,Richards Bay,77,ZA,1586642137,78,-28.78,32.04,72.9,15.77
237,Vardø,61,NO,1586642137,89,70.37,31.11,27.61,4.99
238,Saint-Philippe,40,RE,1586642138,73,-21.36,55.77,75.2,3.36
239,Morant Bay,20,JM,1586642138,63,17.88,-76.41,91.4,13.87
240,Alice Springs,5,AU,1586642034,23,-23.7,133.88,57.2,5.82
241,Kiruna,76,SE,1586642138,73,67.86,20.23,21.2,5.82
242,Colina,0,BR,1586642139,59,-20.71,-48.54,70.02,4.12
243,Kosh-Agach,9,RU,1586642139,47,50.0,88.67,27.66,1.68
244,Mafinga,99,TZ,1586642139,64,-7.25,35.07,66.34,3.18
245,Clyde River,75,CA,1586642139,78,70.47,-68.59,8.6,12.75
246,Udachny,69,RU,1586642140,73,66.42,112.4,24.8,6.71
247,Sompeta,0,IN,1586642140,66,18.93,84.6,80.13,9.08
248,Guerrero Negro,10,MX,1586642140,49,27.98,-114.06,67.06,17.31
249,Sibolga,94,ID,1586642141,76,1.74,98.78,78.39,2.37
250,Yumen,100,CN,1586642142,23,40.28,97.2,45.43,5.01
251,Santiago,90,CL,1586641967,59,-33.46,-70.65,68.0,3.36
252,Mount Isa,7,AU,1586642142,22,-20.73,139.5,68.0,9.17
253,Exeter,22,GB,1586642142,76,50.72,-3.53,57.0,4.16
254,Cockburn Town,0,TC,1586642142,69,21.46,-71.14,80.69,10.11
255,Nassau,20,US,1586642143,22,40.75,-73.58,55.99,18.34
256,Lüderitz,0,NA,1586642143,93,-26.65,15.16,57.2,1.12
257,Orlik,100,RU,1586642143,62,52.52,99.83,26.22,3.74
258,Lavrentiya,94,RU,1586642143,98,65.58,-171.0,31.35,11.3
259,Rio Grande City,75,US,1586642144,58,26.38,-98.82,88.0,17.22
260,Lata,75,PT,1586642144,87,40.16,-8.33,57.99,4.7
261,Bambanglipuro,93,ID,1586642144,79,-7.95,110.28,77.74,2.37
262,Beloha,89,MG,1586642144,72,-25.17,45.05,73.58,10.85
263,Kahului,75,US,1586642051,65,20.89,-156.47,78.8,9.17
264,Tolaga Bay,3,NZ,1586642145,66,-38.37,178.3,60.58,3.83
265,Nara,75,JP,1586642145,76,34.69,135.8,51.01,5.82
266,Charlestown,1,AU,1586642141,58,-32.95,151.67,57.99,10.29
267,Dzhubga,79,RU,1586642147,69,44.32,38.7,45.7,4.23
268,Husavik,75,IS,1586642147,69,66.04,-17.34,33.8,28.86
269,Lodwar,89,KE,1586642147,33,3.12,35.6,88.99,21.41
270,Konstantinovka,0,RU,1586642148,86,49.62,127.98,39.92,7.87
271,Nanortalik,100,GL,1586642148,72,60.14,-45.24,37.58,28.25
272,Avera,1,US,1586642150,31,33.19,-82.53,75.2,4.7
273,Arrecife,20,ES,1586642425,68,28.96,-13.55,66.2,12.75
274,Bonthe,89,SL,1586642383,75,7.53,-12.51,82.65,8.08
275,Yulara,100,AU,1586642372,28,-25.24,130.99,57.2,6.93
276,Sibu,75,MY,1586642426,94,2.3,111.82,75.2,1.36
277,Barcelona,20,ES,1586642115,87,41.39,2.16,61.0,4.7
278,Homer,20,US,1586642426,38,59.64,-151.55,39.2,3.36
279,Coahuayana Viejo,5,MX,1586642426,48,18.73,-103.68,86.0,11.41
280,Brazzaville,75,CG,1586642427,88,-4.27,15.28,77.0,1.43
281,Wattegama,13,LK,1586642427,86,6.8,81.48,75.4,2.98
282,Salalah,40,OM,1586642171,74,17.02,54.09,82.4,9.17
283,Kargasok,65,RU,1586642429,94,59.06,80.86,33.08,5.88
284,Nome,40,US,1586642045,86,64.5,-165.41,28.4,10.29
285,Wadi Maliz,49,TN,1586642429,82,36.47,8.55,57.2,3.36
286,Kjøllefjord,95,NO,1586642430,92,70.95,27.35,23.65,5.3
287,Bolshevik,0,BY,1586642430,58,54.01,27.57,28.4,4.47
288,Lorengau,58,PG,1586642189,75,-2.02,147.27,82.27,1.25
289,Aswān,0,EG,1586642430,25,24.09,32.91,66.38,10.92
290,Poum,50,NC,1586642343,71,-20.23,164.02,79.09,11.65
291,George Town,20,MY,1586642222,88,5.41,100.34,82.4,2.24
292,Casablanca,75,MA,1586642185,87,33.59,-7.62,64.0,5.82
293,Wanaka,95,NZ,1586642431,63,-44.7,169.15,52.97,7.49
294,Tiarei,100,PF,1586642324,70,-17.53,-149.33,86.0,5.82
295,Otane,1,NZ,1586642432,67,-39.88,176.63,57.56,1.54
296,San Quintín,9,MX,1586642221,65,30.48,-115.95,62.71,16.91
297,Kadaura,0,IN,1586642432,17,25.98,79.85,85.87,2.28
298,Halifax,90,CA,1586642259,60,44.65,-63.57,43.0,12.75
299,Lompoc,20,US,1586642194,67,34.64,-120.46,72.0,17.22
300,Mareeba,46,AU,1586642286,94,-17.0,145.43,75.2,1.77
301,Port Hawkesbury,90,CA,1586642433,69,45.62,-61.35,41.0,9.17
302,Santa Helena,100,BR,1586642433,91,-2.23,-45.3,78.93,2.82
303,Port Elizabeth,89,ZA,1586642195,63,-33.92,25.57,62.6,6.93
304,Barra do Garças,19,BR,1586642398,70,-15.89,-52.26,80.33,1.19
305,Constitución,60,CL,1586642233,65,-35.33,-72.42,60.35,13.62
306,Bukene,55,TZ,1586642434,64,-4.23,32.88,66.31,5.53
307,Lakes Entrance,90,AU,1586642435,77,-37.88,147.98,55.56,17.98
308,Conway,90,US,1586642435,55,35.09,-92.44,68.0,8.05
309,Atikokan,32,CA,1586642436,55,48.76,-91.62,40.73,13.0
310,Xilitla,98,MX,1586642436,42,21.33,-98.97,92.89,7.56
311,La Palma,20,US,1586642272,52,33.85,-118.05,71.6,5.82
312,Aklavik,20,CA,1586642332,57,68.22,-135.01,19.4,9.17
313,General Roca,46,AR,1586642437,32,-39.03,-67.58,69.8,4.7
314,Faanui,56,PF,1586642319,77,-16.48,-151.75,82.6,12.66
315,Pedernales,23,DO,1586642437,55,18.04,-71.74,86.63,6.69
316,Ancud,20,CL,1586642283,62,-41.87,-73.82,53.6,5.82
317,Post Falls,1,US,1586642438,52,47.72,-116.95,54.0,26.4
318,Sinnamary,100,GF,1586642438,75,5.38,-52.95,80.46,13.2
319,Baghdad,24,IQ,1586642438,42,33.34,44.4,64.4,2.24
320,Longyan,25,CN,1586642438,74,25.11,117.02,50.7,4.85
321,San Cristobal,40,VE,1586642439,38,7.77,-72.22,93.2,20.8
322,Severo-Kuril'sk,63,RU,1586642382,93,50.68,156.12,29.23,8.57
323,Pevek,62,RU,1586642190,91,69.7,170.31,6.39,13.24
324,Acobamba,97,PE,1586642440,28,-11.35,-75.66,59.49,3.85
325,Moose Jaw,75,CA,1586642390,60,50.4,-105.53,32.0,20.8
326,Ilo,67,PE,1586642442,75,-17.64,-71.34,73.4,7.31
327,Oruzgan,99,AF,1586642442,41,32.83,66.0,53.24,1.5
328,Cayenne,20,GF,1586642051,69,4.93,-52.33,82.4,8.05
329,Vorukh,100,TJ,1586642443,41,39.85,70.58,48.61,2.71
330,Shenzhen,20,CN,1586642299,68,22.55,114.07,66.2,19.46
331,Shitanjing,0,CN,1586642443,13,39.23,106.34,42.01,5.01
332,Hovin,75,NO,1586642443,86,63.11,10.22,41.0,12.75
333,Tamiahua,40,MX,1586642444,77,21.27,-97.45,84.0,12.8
334,Chui,33,UY,1586642271,66,-33.7,-53.46,65.95,7.0
335,Sonkovo,29,RU,1586642444,90,57.78,37.16,29.5,5.64
336,Sampit,91,ID,1586642445,98,-2.53,112.95,73.06,2.17
337,Pacific Grove,90,US,1586642227,67,36.62,-121.92,68.0,8.05
338,Pitimbu,20,BR,1586642334,78,-7.47,-34.81,82.4,10.29
339,Flinders,0,AU,1586642180,57,-34.58,150.86,55.99,12.75
340,Scalea,5,IT,1586642446,48,39.81,15.8,55.99,1.99
341,College,75,US,1586642301,41,64.86,-147.8,41.0,6.93
342,Kamenka,80,RU,1586642446,82,51.32,42.77,35.01,11.48
343,Aktobe,3,KZ,1586642446,63,50.28,57.21,32.0,6.71
344,Codrington,98,AU,1586642363,71,-38.27,141.97,53.02,11.23
345,Antalaha,17,MG,1586642421,83,-14.9,50.28,76.77,11.88
346,Hofn,20,IS,1586642230,55,64.25,-15.21,39.2,24.16
347,Sur,63,OM,1586642348,67,22.57,59.53,78.96,13.2
348,Zhezkazgan,100,KZ,1586642447,56,47.8,67.71,44.85,6.46
349,Acapulco de Juárez,40,MX,1586642123,74,16.86,-99.89,84.2,9.17
350,Nola,0,IT,1586642448,93,40.92,14.53,57.99,3.36
351,Ballina,0,AU,1586642345,87,-28.87,153.57,66.0,2.24
352,Nuuk,90,GL,1586642327,69,64.18,-51.72,35.6,9.17
353,Polunochnoye,100,RU,1586642449,92,60.87,60.42,34.07,1.95
354,Fort Myers Beach,1,US,1586642449,46,26.45,-81.95,89.6,9.17
355,Vostok,69,RU,1586642449,89,46.49,135.88,24.33,2.98
356,Yenagoa,99,NG,1586642307,86,4.92,6.26,76.96,3.69
357,Prado,78,BR,1586642450,85,-17.34,-39.22,78.94,9.22
358,Harper,97,LR,1586642450,80,4.38,-7.72,81.25,4.03
359,Mezen',15,RU,1586642450,96,65.85,44.24,17.87,4.45
360,Tromsø,75,NO,1586642309,96,69.65,18.96,32.0,21.92
361,Puerto Madryn,0,AR,1586642451,24,-42.77,-65.04,64.71,14.92
362,Zharkent,100,KZ,1586642452,32,44.16,80.0,54.1,1.43
363,Buraidah,0,SA,1586642452,35,26.33,43.98,69.8,10.29
364,Thaton,100,MM,1586642452,66,16.92,97.37,75.0,1.54
365,Inírida,20,CO,1586642453,65,3.87,-67.92,86.95,4.07
366,Shimoda,75,JP,1586642454,87,34.67,138.95,51.01,3.36
367,Pangnirtung,100,CA,1586642303,89,66.15,-65.71,26.82,3.42
368,Atar,0,MR,1586642454,17,20.52,-13.05,85.01,8.08
369,Laguna,40,US,1586642345,68,38.42,-121.42,71.01,8.05
370,Kelo,99,TD,1586642455,33,9.31,15.81,83.35,7.16
371,Augusto Corrêa,99,BR,1586642455,92,-1.02,-46.63,79.11,4.81
372,Jakar,40,BT,1586642355,32,27.55,90.75,39.61,3.4
373,Rohatyn,0,UA,1586642458,36,49.41,24.61,44.6,6.71
